id_factura,rut_cliente,razon_social,segmento,region,ejecutivo,prioridad_cobranza,fecha_emision,fecha_vencimiento,fecha_pago,dias_credito,monto_neto,monto_total,tasa_morosidad_cartera,estado_cobranza,monto_gestion_cobranza,dias_atraso
F-0588,74.010.432-2,Ingeniería Aconcagua,corporativo,Valparaíso,M. Fuentes,baja,2025-03-01,2025-04-30,2025-05-16,60,301000,358190,"5,7",pagada con atraso,6020,16
F-0089,66.603.925-4,Ingeniería Andes,pyme,Metropolitana,J. Salas,media,2025-01-02,2025-03-03,2025-03-25,60,561,668,"5,5",pagada con atraso,11220,22
F-0513,66.516.501-9,Distribuidora Araucanía,corporativo,Biobío,C. Peña,baja,2025-08-04,2025-09-03,2025-09-08,30,1082000,1287580,"6,1",pagada con atraso,21640,5
F-0118,74.349.497-0,Distribuidora del Sur,pyme,Biobío,C. Peña,media,2025-08-27,2025-09-26,2025-09-26,30,1370000,1630300,"6,1",pagada al día,0,0
F-0394,74.867.501-9,Transportes Cordillera,pyme,Metropolitana,M. Fuentes,baja,2025-09-25,2025-10-25,2025-11-03,30,74000,88060,"3,1",pagada con atraso,1480,9
F-0418,62.562.264-6,Servicios Aconcagua,pyme,Metropolitana,A. Rojas,media,2025-02-07,2025-04-08,2025-04-17,60,276000,328440,"2,7",pagada con atraso,5520,9
F-0034,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,P. Vergara,media,2025-12-01,2025-12-31,2026-01-23,30,502000,597380,"3,9",pagada con atraso,10040,23
F-0001,67.409.188-5,Comercial Central,pyme,Antofagasta,M. Fuentes,media,2025-02-12,2025-03-14,2025-03-20,30,255000,303450,"2,7",pagada con atraso,5100,6
F-0009,75.913.590-3,Constructora Andes,pyme,Antofagasta,M. Fuentes,alta,2025-09-04,2025-10-04,2025-10-12,30,133000,158270,"3,1",pagada con atraso,2660,8
F-0468,78.535.246-7,Constructora Aconcagua,corporativo,Metropolitana,C. Peña,baja,2025-02-07,2025-03-09,2025-03-09,30,371000,441490,"2,7",pagada al día,0,0
F-0355,76.794.911-1,Comercial Norte Grande,corporativo,Valparaíso,A. Rojas,media,2025-09-20,2025-10-20,2025-10-20,30,297000,353430,"3,1",pagada al día,0,0
F-0341,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,media,2025-08-15,2025-09-14,2025-09-30,30,1079000,1284010,"6,1",pagada con atraso,21580,16
F-0250,70.931.376-2,Distribuidora Andes,pyme,Metropolitana,P. Vergara,media,2025-12-26,2026-01-25,2026-02-13,30,5429000,6460510,"3,9",pagada con atraso,108580,19
F-0258,61.526.862-3,Servicios Cordillera,pyme,Metropolitana,P. Vergara,baja,2025-10-19,2025-11-18,2025-12-12,30,773000,919870,"3,5",pagada con atraso,15460,24
F-0023,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,M. Fuentes,alta,2025-02-14,2025-04-15,2025-04-15,60,788000,937720,"2,7",pagada al día,0,0
F-0585,70.908.553-0,Servicios Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-05-03,2025-06-02,2025-06-13,30,535000,636650,"5,9",pagada con atraso,10700,11
F-0117,70.264.498-4,Transportes Aconcagua,pyme,Antofagasta,A. Rojas,baja,2025-06-06,2025-07-06,2025-07-06,30,176000,209440,"4,2",pagada al día,0,0
F-0090,61.276.342-9,Ingeniería Norte Grande,pyme,Los Lagos,C. Peña,baja,2025-04-15,2025-05-15,2025-05-25,30,495000,589050,"6,2",pagada con atraso,9900,10
F-0421,64.544.763-8,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,alta,2025-06-07,2025-07-07,2025-07-20,30,254000,302260,"4,2",pagada con atraso,5080,13
F-0297,65.535.181-7,Transportes Pacífico,gobierno,Metropolitana,P. Vergara,baja,2025-10-18,2025-12-17,2026-01-13,60,1086000,1292340,"3,5",pagada con atraso,21720,27
F-0019,74.714.996-8,Constructora Andes,pyme,Valparaíso,A. Rojas,baja,2025-10-11,2025-11-10,2025-11-26,30,329000,391510,"3,5",pagada con atraso,6580,16
F-0213,67.278.110-8,Constructora Norte Grande,corporativo,Metropolitana,A. Rojas,alta,2025-12-07,2026-01-06,2026-01-18,30,562000,668780,"3,9",pagada con atraso,11240,12
F-0329,77.165.787-7,Distribuidora Pacífico,corporativo,Metropolitana,P. Vergara,baja,2025-12-23,2026-01-22,2026-02-02,30,495000,589050,"3,9",pagada con atraso,9900,11
F-0145,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,media,2025-11-08,2025-12-08,2025-12-10,30,1613000,1919470,"5,7",pagada con atraso,32260,2
F-0311,75.913.590-3,Constructora Andes,pyme,Antofagasta,P. Vergara,baja,2025-07-29,2025-10-27,2025-11-04,90,1156000,1375640,"6,6",pagada con atraso,23120,8
F-0281,70.264.498-4,Transportes Aconcagua,pyme,Antofagasta,A. Rojas,alta,2025-04-21,2025-06-20,2025-07-02,60,641000,762790,"6,2",pagada con atraso,12820,12
F-0552,67.332.846-6,Distribuidora Norte Grande,pyme,Metropolitana,P. Vergara,baja,2025-03-18,2025-04-17,2025-04-30,30,230000,273700,"5,7",pagada con atraso,4600,13
F-0371,69.007.690-K,Distribuidora Pacífico,corporativo,Metropolitana,J. Salas,baja,2025-10-10,2025-12-09,2025-12-09,60,1423000,1693370,"3,5",pagada al día,0,0
F-0260,61.526.862-3,Servicios Cordillera,pyme,Metropolitana,P. Vergara,media,2025-08-08,2025-09-07,2025-09-20,30,1976000,2351440,"6,1",pagada con atraso,39520,13
F-0302,68.217.000-K,Transportes Andes,pyme,Antofagasta,M. Fuentes,baja,2025-01-03,2025-02-02,2025-02-08,30,1175000,1398250,"5,5",pagada con atraso,23500,6
F-0229,69.955.817-6,Transportes Araucanía,corporativo,Metropolitana,J. Salas,baja,2025-06-30,2025-07-30,2025-07-30,30,456000,542640,"4,2",pagada al día,0,0
F-0413,61.358.397-1,Servicios Cordillera,gobierno,Valparaíso,A. Rojas,baja,2025-09-13,2025-10-13,2025-10-13,30,345000,410550,"3,1",pagada al día,0,0
F-0168,74.349.497-0,Distribuidora del Sur,pyme,Biobío,C. Peña,media,2025-01-02,2025-03-03,2025-03-18,60,795000,946050,"5,5",pagada con atraso,15900,15
F-0055,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-11-21,2025-12-21,2026-01-03,30,222000,264180,"5,7",pagada con atraso,4440,13
F-0578,67.090.505-5,Transportes Aconcagua,corporativo,Antofagasta,A. Rojas,media,2025-11-16,2026-01-15,2026-01-16,60,361000,429590,"5,7",pagada con atraso,7220,1
F-0047,63.304.574-7,Transportes Central,pyme,Metropolitana,J. Salas,alta,2025-04-21,2025-07-20,2025-08-11,90,276000,328440,"6,2",pagada con atraso,5520,22
F-0094,72.633.261-4,Distribuidora Pacífico,pyme,Metropolitana,A. Rojas,media,2025-10-17,2025-11-16,2025-11-30,30,700000,833000,"3,5",pagada con atraso,14000,14
F-0546,70.931.376-2,Distribuidora Andes,pyme,Metropolitana,P. Vergara,media,2025-05-29,2025-06-28,2025-06-28,30,580000,690200,"5,9",pagada al día,0,0
F-0109,62.598.429-7,Servicios Andes,pyme,Metropolitana,C. Peña,media,2025-04-09,2025-05-09,2025-05-24,30,874000,1040060,"6,2",pagada con atraso,17480,15
F-0279,75.567.645-4,Ingeniería Araucanía,pyme,Metropolitana,C. Peña,baja,2025-11-05,2025-12-05,2025-12-05,30,433000,515270,"5,7",pagada al día,0,0
F-0023,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,M. Fuentes,alta,2025-02-14,2025-04-15,2025-04-15,60,788000,937720,"2,7",pagada al día,0,0
F-0494,62.598.429-7,Servicios Andes,pyme,Metropolitana,C. Peña,media,2025-07-01,2025-09-29,2025-10-10,90,655000,779450,"6,6",pagada con atraso,13100,11
F-0450,75.631.304-5,Transportes Pacífico,pyme,Metropolitana,J. Salas,media,2025-03-14,2025-05-13,2025-05-18,60,1199000,1426810,"5,7",pagada con atraso,23980,5
F-0470,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,baja,2025-10-03,2025-11-02,2025-11-02,30,238000,283220,"3,5",pagada al día,0,0
F-0524,75.913.590-3,Constructora Andes,pyme,Antofagasta,P. Vergara,alta,2025-11-05,2025-12-05,2025-12-18,30,372000,442680,"5,7",pagada con atraso,7440,13
F-0299,63.789.425-0,Distribuidora Araucanía,pyme,Valparaíso,C. Peña,media,2025-02-15,2025-03-17,2025-04-04,30,949000,1129310,"2,7",pagada con atraso,18980,18
F-0528,76.794.911-1,Comercial Norte Grande,corporativo,Valparaíso,A. Rojas,media,2025-07-18,2025-08-17,2025-08-17,30,959000,1141210,"6,6",pagada al día,0,0
F-0272,73.947.308-K,Transportes Central,pyme,Metropolitana,P. Vergara,media,2025-05-08,2025-06-07,2025-06-17,30,656000,780640,"5,9",pagada con atraso,13120,10
F-0350,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,media,2025-09-23,2025-12-22,2025-12-22,90,788000,937720,"3,1",pagada al día,0,0
F-0486,63.085.786-4,Comercial Andes,gobierno,Metropolitana,J. Salas,baja,2025-01-18,2025-02-17,2025-03-07,30,1532000,1823080,"5,5",pagada con atraso,30640,18
F-0070,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,baja,2025-11-28,2025-12-28,2026-01-05,30,469000,558110,"5,7",pagada con atraso,9380,8
F-0577,70.529.542-5,Comercial del Sur,corporativo,Antofagasta,J. Salas,alta,2025-07-30,2025-09-28,2025-09-28,60,1268000,1508920,"6,6",pagada al día,0,0
F-0416,69.258.807-K,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,alta,2025-10-19,2025-11-18,2025-11-18,30,2198000,2615620,"3,5",pagada al día,0,0
F-0285,77.757.755-7,Comercial del Sur,pyme,Biobío,C. Peña,media,2025-02-16,2025-03-18,2025-04-06,30,707000,841330,"2,7",pagada con atraso,14140,19
F-0539,73.947.308-K,Transportes Central,pyme,Metropolitana,P. Vergara,media,2025-07-11,2025-08-10,2025-08-16,30,420000,499800,"6,6",pagada con atraso,8400,6
F-0209,75.197.965-7,Distribuidora Cordillera,corporativo,Valparaíso,A. Rojas,media,2025-01-09,2025-03-10,2025-03-22,60,697000,829430,"5,5",pagada con atraso,13940,12
F-0262,68.913.734-2,Comercial Norte Grande,pyme,Los Lagos,J. Salas,baja,2025-03-21,2025-04-20,2025-05-05,30,709000,843710,"5,7",pagada con atraso,14180,15
F-0150,63.789.425-0,Distribuidora Araucanía,pyme,Valparaíso,C. Peña,media,2025-01-24,2025-02-23,2025-03-11,30,391000,465290,"5,5",pagada con atraso,7820,16
F-0125,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,baja,2025-02-21,2025-05-22,2025-06-07,90,216000,257040,"2,7",pagada con atraso,4320,16
F-0454,77.862.392-7,Transportes Araucanía,pyme,Metropolitana,C. Peña,media,2025-05-25,2025-08-23,2025-08-26,90,2356000,2803640,"5,9",pagada con atraso,47120,3
F-0480,63.304.574-7,Transportes Central,pyme,Metropolitana,J. Salas,baja,2025-07-11,2025-10-09,2025-10-27,90,3473000,4132870,"6,6",pagada con atraso,69460,18
F-0186,68.913.734-2,Comercial Norte Grande,pyme,Los Lagos,J. Salas,baja,2025-03-31,2025-04-30,2025-05-08,30,2750000,3272500,"5,7",pagada con atraso,55000,8
F-0375,63.650.981-7,Comercial Central,pyme,Metropolitana,C. Peña,baja,2025-03-01,2025-05-30,2025-06-19,90,540000,642600,"5,7",pagada con atraso,10800,20
F-0361,75.631.304-5,Transportes Pacífico,pyme,Metropolitana,J. Salas,baja,2025-12-11,2026-01-10,2026-02-02,30,1137000,1353030,"3,9",pagada con atraso,22740,23
F-0589,75.197.965-7,Distribuidora Cordillera,corporativo,Valparaíso,A. Rojas,baja,2025-01-15,2025-02-14,2025-02-21,30,363000,431970,"5,5",pagada con atraso,7260,7
F-0547,69.258.807-K,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,media,2025-02-11,2025-04-12,2025-04-19,60,1361000,1619590,"2,7",pagada con atraso,27220,7
F-0396,75.913.590-3,Constructora Andes,pyme,Antofagasta,P. Vergara,baja,2025-11-17,2025-12-17,2026-01-02,30,67000,79730,"5,7",pagada con atraso,1340,16
F-0032,67.409.188-5,Comercial Central,pyme,Antofagasta,J. Salas,baja,2025-05-24,2025-07-23,2025-08-05,60,383,456,"5,9",pagada con atraso,7660,13
F-0458,74.349.497-0,Distribuidora del Sur,pyme,Biobío,C. Peña,alta,2025-03-02,2025-04-01,2025-04-18,30,777000,924630,"5,7",pagada con atraso,15540,17
F-0438,73.660.964-9,Ingeniería Pacífico,corporativo,Metropolitana,C. Peña,alta,2025-08-11,2025-11-09,2025-11-09,90,268000,318920,"6,1",pagada al día,0,0
F-0579,79.512.378-4,Distribuidora Araucanía,pyme,Metropolitana,P. Vergara,baja,2025-09-30,2025-11-29,2025-11-29,60,170000,202300,"3,1",pagada al día,0,0
F-0469,61.526.862-3,Servicios Cordillera,pyme,Metropolitana,P. Vergara,alta,2025-06-23,2025-08-22,2025-08-31,60,361000,429590,"4,2",pagada con atraso,7220,9
F-0004,68.868.260-6,Comercial Andes,gobierno,Metropolitana,M. Fuentes,alta,2025-11-20,2025-12-20,2026-01-15,30,573000,681870,"5,7",pagada con atraso,11460,26
F-0115,73.660.964-9,Ingeniería Pacífico,corporativo,Metropolitana,C. Peña,media,2025-04-28,2025-06-27,2025-06-27,60,816000,971040,"6,2",pagada al día,0,0
F-0204,67.409.188-5,Comercial Central,pyme,Antofagasta,J. Salas,media,2025-02-25,2025-03-27,2025-04-05,30,2792,3322,"2,7",pagada con atraso,55840,9
F-0142,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,P. Vergara,baja,2025-04-25,2025-05-25,2025-06-12,30,289000,343910,"6,2",pagada con atraso,5780,18
F-0443,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-01-05,2025-04-05,2025-04-16,90,539000,641410,"5,5",pagada con atraso,10780,11
F-0008,73.396.278-K,Constructora Cordillera,gobierno,Metropolitana,M. Fuentes,alta,2025-02-01,2025-03-03,2025-03-12,30,148000000,176120000,"2,7",pagada con atraso,11620,9
F-0532,79.350.177-3,Ingeniería del Sur,pyme,Metropolitana,J. Salas,media,2025-04-04,2025-06-03,2025-06-10,60,263000,312970,"6,2",pagada con atraso,5260,7
F-0020,78.450.537-5,Constructora Araucanía,pyme,Metropolitana,C. Peña,media,2025-05-30,2025-06-29,2025-07-17,30,2058000,2449020,"5,9",pagada con atraso,41160,18
F-0173,68.660.271-0,Constructora Central,gobierno,Metropolitana,A. Rojas,media,2025-01-12,2025-02-11,2025-03-13,30,234000,278460,"5,5",pagada con atraso,4680,30
F-0466,64.538.186-6,Distribuidora Cordillera,corporativo,Los Lagos,C. Peña,alta,2025-03-31,2025-04-30,2025-05-02,30,531000,631890,"5,7",pagada con atraso,10620,2
F-0057,75.197.965-7,Distribuidora Cordillera,corporativo,Valparaíso,A. Rojas,baja,2025-12-18,2026-02-16,2026-02-25,60,675000,803250,"3,9",pagada con atraso,13500,9
F-0432,69.007.690-K,Distribuidora Pacífico,corporativo,Metropolitana,J. Salas,baja,2025-11-21,2026-01-20,2026-01-24,60,793000,943670,"5,7",pagada con atraso,15860,4
F-0345,63.892.768-3,Comercial Pacífico,pyme,Biobío,C. Peña,media,2025-07-12,2025-09-10,2025-09-10,60,820000,975800,"6,6",pagada al día,0,0
F-0465,75.197.965-7,Distribuidora Cordillera,corporativo,Valparaíso,A. Rojas,media,2025-09-23,2025-10-23,2025-11-03,30,366000,435540,"3,1",pagada con atraso,7320,11
F-0445,68.660.271-0,Constructora Central,gobierno,Metropolitana,A. Rojas,media,2025-07-30,2025-08-29,2025-09-26,30,380000,452200,"6,6",pagada con atraso,7600,28
F-0319,73.091.379-6,Constructora Central,pyme,Biobío,J. Salas,alta,2025-03-09,2025-05-08,2025-05-15,60,2000000,2380000,"5,7",pagada con atraso,40000,7
F-0050,65.535.181-7,Transportes Pacífico,gobierno,Metropolitana,P. Vergara,baja,2025-08-20,2025-09-19,2025-10-08,30,201000,239190,"6,1",pagada con atraso,4020,19
F-0273,74.349.497-0,Distribuidora del Sur,pyme,Biobío,C. Peña,media,2025-05-21,2025-06-20,2025-06-30,30,810000,963900,"5,9",pagada con atraso,16200,10
F-0026,62.562.264-6,Servicios Aconcagua,pyme,Metropolitana,A. Rojas,baja,2025-12-31,2026-03-31,2026-03-31,90,553000,658070,"3,9",pagada al día,0,0
F-0457,69.514.095-9,Distribuidora Aconcagua,corporativo,Metropolitana,J. Salas,media,2025-05-02,2025-06-01,2025-06-07,30,160000,190400,"5,9",pagada con atraso,3200,6
F-0221,79.413.925-3,Servicios Aconcagua,corporativo,Los Lagos,M. Fuentes,baja,2025-06-24,2025-08-23,2025-09-01,60,493000,586670,"4,2",pagada con atraso,9860,9
F-0357,68.913.734-2,Comercial Norte Grande,pyme,Los Lagos,J. Salas,baja,2025-02-25,2025-03-27,2025-04-19,30,1141000,1357790,"2,7",pagada con atraso,22820,23
F-0597,68.913.734-2,Comercial Norte Grande,pyme,Los Lagos,J. Salas,media,2025-04-14,2025-07-13,2025-07-13,90,692000,823480,"6,2",pagada al día,0,0
F-0246,78.535.246-7,Constructora Aconcagua,corporativo,Metropolitana,C. Peña,baja,2025-06-16,2025-07-16,2025-07-16,30,592000,704480,"4,2",pagada al día,0,0
F-0043,69.955.817-6,Transportes Araucanía,corporativo,Metropolitana,J. Salas,media,2025-05-09,2025-06-08,2025-06-16,30,358000,426020,"5,9",pagada con atraso,7160,8
F-0429,79.413.925-3,Servicios Aconcagua,corporativo,Los Lagos,M. Fuentes,media,2025-10-22,2026-01-20,2026-01-20,90,343000,408170,"3,5",pagada al día,0,0
F-0412,77.165.787-7,Distribuidora Pacífico,corporativo,Metropolitana,P. Vergara,alta,2025-11-27,2026-02-25,2026-03-07,90,488000,580720,"5,7",pagada con atraso,9760,10
F-0410,76.552.587-K,Transportes Pacífico,pyme,Metropolitana,J. Salas,media,2025-02-09,2025-03-11,2025-03-28,30,1143000,1360170,"2,7",pagada con atraso,22860,17
F-0290,68.660.271-0,Constructora Central,gobierno,Metropolitana,A. Rojas,baja,2025-02-16,2025-05-17,2025-06-20,90,1357000,1614830,"2,7",en gestión judicial,27140,34
F-0553,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,P. Vergara,media,2025-08-09,2025-10-08,2025-11-09,60,150000,178500,"6,1",en gestión judicial,3000,32
F-0488,61.785.011-7,Comercial Central,pyme,Antofagasta,C. Peña,alta,2025-06-26,2025-07-26,2025-08-06,30,287000,341530,"4,2",pagada con atraso,5740,11
F-0424,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,media,2025-01-10,2025-04-10,2025-04-27,90,129000,153510,"5,5",pagada con atraso,2580,17
F-0155,79.413.925-3,Servicios Aconcagua,corporativo,Los Lagos,M. Fuentes,media,2025-12-23,2026-03-23,2026-03-23,90,557000,662830,"3,9",pagada al día,0,0
F-0127,60.876.074-1,Transportes del Sur,pyme,Valparaíso,M. Fuentes,baja,2025-12-09,2026-02-07,2026-02-07,60,604000,718760,"3,9",pagada al día,0,0
F-0353,63.892.768-3,Comercial Pacífico,pyme,Biobío,C. Peña,baja,2025-04-09,2025-05-09,2025-05-09,30,416000,495040,"6,2",pagada al día,0,0
F-0114,67.409.188-5,Comercial Central,pyme,Antofagasta,J. Salas,media,2025-07-25,2025-10-23,2025-10-23,90,652000,775880,"6,6",pagada al día,0,0
F-0174,75.222.742-K,Servicios Cordillera,pyme,Metropolitana,M. Fuentes,baja,2025-05-03,2025-07-02,2025-07-02,60,443000,527170,"5,9",pagada al día,0,0
F-0058,68.868.260-6,Comercial Andes,gobierno,Metropolitana,P. Vergara,alta,2025-10-02,2025-12-01,2025-12-26,60,1428000,1699320,"3,5",pagada con atraso,28560,25
F-0330,68.868.260-6,Comercial Andes,gobierno,Metropolitana,P. Vergara,media,2025-11-02,2025-12-02,2025-12-22,30,1084000,1289960,"5,7",pagada con atraso,21680,20
F-0223,75.631.304-5,Transportes Pacífico,pyme,Metropolitana,J. Salas,baja,2025-02-03,2025-03-05,2025-03-22,30,965000,1148350,"2,7",pagada con atraso,19300,17
F-0018,63.650.981-7,Comercial Central,pyme,Metropolitana,M. Fuentes,media,2025-04-19,2025-05-19,2025-05-19,30,186000,221340,"6,2",pagada al día,0,0
F-0306,69.258.807-K,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,baja,2025-12-29,2026-02-27,2026-03-11,60,1094000,1301860,"3,9",pagada con atraso,21880,12
F-0256,61.718.906-2,Constructora del Sur,corporativo,Metropolitana,A. Rojas,alta,2025-04-27,2025-05-27,2025-05-27,30,825000,981750,"6,2",pagada al día,0,0
F-0313,73.558.357-3,Distribuidora Pacífico,gobierno,Biobío,A. Rojas,media,2025-02-04,2025-03-06,2025-04-06,30,286000,340340,"2,7",en gestión judicial,5720,31
F-0586,77.165.787-7,Distribuidora Pacífico,corporativo,Metropolitana,P. Vergara,alta,2025-04-01,2025-05-01,2025-05-01,30,450000,535500,"6,2",pagada al día,0,0
F-0191,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,baja,2025-05-03,2025-06-02,2025-06-21,30,427000,508130,"5,9",pagada con atraso,8540,19
F-0463,79.413.925-3,Servicios Aconcagua,corporativo,Los Lagos,M. Fuentes,baja,2025-01-10,2025-02-09,2025-02-09,30,676000,804440,"5,5",pagada al día,0,0
F-0538,75.479.059-8,Distribuidora Central,pyme,Valparaíso,A. Rojas,alta,2025-08-02,2025-10-01,2025-10-09,60,170000,202300,"6,1",pagada con atraso,3400,8
F-0278,78.806.120-K,Servicios Aconcagua,corporativo,Metropolitana,P. Vergara,media,2025-09-22,2025-10-22,2025-10-30,30,591000,703290,"3,1",pagada con atraso,11820,8
F-0095,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,alta,2025-08-02,2025-09-01,2025-09-01,30,397000,472430,"6,1",pagada al día,0,0
F-0181,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,baja,2025-07-13,2025-08-12,2025-08-12,30,283000,336770,"6,6",pagada al día,0,0
F-0448,66.603.925-4,Ingeniería Andes,pyme,Metropolitana,J. Salas,media,2025-06-21,2025-07-21,2025-08-05,30,618000,735420,"4,2",pagada con atraso,12360,15
F-0337,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,alta,2025-11-06,2025-12-06,2025-12-06,30,582000,692580,"5,7",pagada al día,0,0
F-0320,74.895.228-4,Transportes Pacífico,pyme,Metropolitana,A. Rojas,media,2025-04-11,2025-05-11,2025-05-21,30,336000,399840,"6,2",pagada con atraso,6720,10
F-0006,68.868.260-6,Comercial Andes  S.A.,gobierno,Metropolitana,M. Fuentes,baja,2025-03-11,2025-04-10,2025-05-10,30,1482000,1763580,"5,7",pagada con atraso,29640,30
F-0046,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,media,2025-01-08,2025-02-07,2025-02-07,30,410000,487900,"5,5",pagada al día,0,0
F-0301,69.258.807-K,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,alta,2025-04-08,2025-05-08,2025-05-26,30,136000,161840,"6,2",pagada con atraso,2720,18
F-0400,75.913.590-3,Constructora Andes,pyme,Antofagasta,P. Vergara,media,2025-07-09,2025-08-08,2025-08-08,30,220000,261800,"6,6",pagada al día,0,0
F-0391,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,P. Vergara,alta,2025-05-06,2025-07-05,2025-07-05,60,368000,437920,"5,9",pagada al día,0,0
F-0017,73.558.357-3,Distribuidora Pacífico,gobierno,Biobío,A. Rojas,media,2025-08-22,2025-09-21,2025-10-25,30,1158000,1378020,"6,1",en gestión judicial,23160,34
F-0049,67.409.188-5,Comercial Central,pyme,Antofagasta,J. Salas,baja,2025-12-18,2026-02-16,2026-02-16,60,1141000,1357790,"3,9",pagada al día,0,0
F-0592,71.289.996-4,Distribuidora Pacífico,pyme,Metropolitana,P. Vergara,alta,2025-11-21,2025-12-21,2026-01-06,30,958000,1140020,"5,7",pagada con atraso,19160,16
F-0502,75.479.059-8,Distribuidora Central,pyme,Valparaíso,A. Rojas,alta,2025-10-07,2025-11-06,2025-11-20,30,365000,434350,"3,5",pagada con atraso,7300,14
F-0004,68.868.260-6,Comercial Andes,gobierno,Metropolitana,M. Fuentes,alta,2025-11-20,2025-12-20,2026-01-15,30,573000,681870,"5,7",pagada con atraso,11460,26
F-0335,69.334.407-7,Servicios Norte Grande,corporativo,Valparaíso,C. Peña,media,2025-02-27,2025-03-29,2025-03-31,30,943000,1122170,"2,7",pagada con atraso,18860,2
F-0452,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,P. Vergara,media,2025-05-19,2025-08-17,2025-08-29,90,524000,623560,"5,9",pagada con atraso,10480,12
F-0600,66.603.925-4,Ingeniería Andes,pyme,Metropolitana,J. Salas,baja,2025-07-13,2025-09-11,2025-09-19,60,1178000,1401820,"6,6",pagada con atraso,23560,8
F-0447,71.091.669-1,Ingeniería Aconcagua,gobierno,Biobío,P. Vergara,alta,2025-07-04,2025-10-02,2025-11-03,90,789000,938910,"6,6",en gestión judicial,15780,32
F-0317,63.085.786-4,Comercial Andes,gobierno,Metropolitana,J. Salas,alta,2025-03-03,2025-04-02,2025-05-03,30,778000,925820,"5,7",en gestión judicial,15560,31
F-0226,68.868.260-6,Comercial Andes,gobierno,Metropolitana,P. Vergara,alta,2025-08-04,2025-10-03,2025-10-03,60,369000,439110,"6,1",pagada al día,0,0
F-0027,79.512.378-4,Distribuidora Araucanía,pyme,Metropolitana,P. Vergara,media,2025-11-09,2025-12-09,2025-12-24,30,174000,207060,"5,7",pagada con atraso,3480,15
F-0437,68.868.260-6,Comercial Andes,gobierno,Metropolitana,P. Vergara,baja,2025-05-08,2025-06-07,2025-06-07,30,1304000,1551760,"5,9",pagada al día,0,0
F-0264,76.552.587-K,Transportes Pacífico,pyme,Metropolitana,J. Salas,media,2025-06-01,2025-07-31,2025-08-13,60,316000,376040,"4,2",pagada con atraso,6320,13
F-0051,72.877.266-2,Transportes Cordillera,pyme,Los Lagos,P. Vergara,baja,2025-11-18,2026-01-17,2026-01-27,60,673000,800870,"5,7",pagada con atraso,13460,10
F-0230,72.633.261-4,Distribuidora Pacífico,pyme,Metropolitana,A. Rojas,media,2025-01-03,2025-03-04,2025-03-04,60,1289000,1533910,"5,5",pagada al día,0,0
F-0038,65.535.181-7,Transportes Pacífico,gobierno,Metropolitana,M. Fuentes,baja,2025-02-19,2025-03-21,2025-04-21,30,1177000,1400630,"2,7",en gestión judicial,23540,31
F-0158,74.714.996-8,Constructora Andes,pyme,Valparaíso,A. Rojas,alta,2025-05-25,2025-07-24,2025-08-12,60,868000,1032920,"5,9",pagada con atraso,17360,19
F-0238,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,P. Vergara,baja,2025-10-10,2025-12-09,2025-12-09,60,3615000,4301850,"3,5",pagada al día,0,0
F-0587,67.278.110-8,Constructora Norte Grande,corporativo,Metropolitana,A. Rojas,alta,2025-04-19,2025-05-19,2025-05-20,30,1887000,2245530,"6,2",pagada con atraso,37740,1
F-0176,70.908.553-0,Servicios Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-06-08,2025-07-08,2025-07-08,30,898000,1068620,"4,2",pagada al día,0,0
F-0514,74.714.996-8,Constructora Andes,pyme,Valparaíso,A. Rojas,media,2025-01-28,2025-02-27,2025-03-08,30,490000,583100,"5,5",pagada con atraso,9800,9
